"4754425",2011,20120913,0109,20110420,0032,"8420","3","3","5","7","0109","0","0","0","","0","35X","90TH AV","BANCROFT AV","25","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","03",22350,"","M","D","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754426",2011,20120913,0109,20110415,2100,"8265","3","5","5","7","0109","0","0","0","","0","27X","INTERNATIONAL BL","46TH AV","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754429",2011,20120913,0109,20110420,1040,"7896","","3","5","7","0109","0","0","0","","0","","26TH AV","E 27TH ST","150","S","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","03",22350,"","M","B","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754430",2011,20130122,0109,20110418,1022,"8935","2","1","5","7","0109","0","0","0","","0","19X","FOOTHILL BL","21ST AV","0","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","09",21802,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-",,
"4754433",2011,20120913,0109,20110420,1234,"7635","3","3","5","7","0109","0","0","0","","0","32X","105TH AV","BIRCH ST","45","S","N","C","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","C","-","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754437",2011,20120913,0109,20110420,1845,"7472","3","3","5","7","0109","0","0","0","","0","27X","BANCROFT AV","COLE ST","0","","-","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","B","E","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754441",2011,20120913,0109,20110418,1115,"8845","2","1","5","7","0109","0","0","0","","0","24Y","PAXTON AV","35TH AV","65","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","00",23103,"","M","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754445",2011,20120913,0109,20110417,2332,"8676","3","7","5","7","0109","0","0","0","","0","32X","DURANT AV","BANCROFT AV","100","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","B","C","A","A","H","-","C","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"-","-",,
"4754449",2011,20120913,0109,20110418,2303,"8222","3","1","5","7","0109","0","0","0","","0","26X","OAKPORT ST","66TH AV","0","","-","C","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","08",22107,"","M","A","I","A","B","H","-","D","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754453",2011,20120913,0109,20110418,0958,"8113","3","1","5","7","0109","0","0","0","","0","27X","HILTON ST","63RD AV","0","","Y","C","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","03",22350,"","M","D","C","A","B","H","-","A","D","0","","","","","Y","Y","A","07",0,0,0,0,0,0,0,0,0,"-","-",,
"4754457",2011,20120913,0109,20110418,0732,"8113","3","1","5","7","0109","0","0","0","","0","","POTTER ST","FAIRFAX AV","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","B","C","A","A","H","-","C","D","0","","","","","Y","Y","-","99",0,0,0,0,0,0,0,0,0,"-","-",,
"4754461",2011,20120913,0109,20110418,1225,"7651","1","1","5","7","0109","0","0","0","","0","06X","WEST ST","MACARTHUR","50","S","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21801,"A","M","B","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754465",2011,20120913,0109,20110417,2233,"8929","3","7","5","7","0109","0","0","0","","0","27X","SEMINARY AV","SEMINARY CT","0","","Y","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21801,"A","M","D","-","A","A","H","-","C","A","0","","","","","Y","","A","08",0,0,0,0,0,0,0,0,0,"-","-",,
"4754469",2011,20120913,0109,20110417,1439,"8792","3","7","5","7","0109","0","0","0","","0","32X","E ST","105TH AV","200","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","03",22350,"","M","C","C","A","A","H","-","A","D","0","","","","","Y","","-","99",0,0,0,0,0,0,0,0,0,"-","-",,
"4754473",2011,20120913,0109,20110417,0200,"8756","3","7","5","7","0109","0","0","0","","0","34X","HOLLY ST","85TH AV","60","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","E","E","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754477",2011,20120913,0109,20110416,1850,"8717","3","6","5","7","0109","0","0","0","","0","32X","100TH AV","INTERNATIONAL BL","300","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","21",22106,"","M","E","I","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754710",2011,20121009,0109,20110501,1633,"8831","3","7","5","7","0109","0","0","0","","0","28X","RAWSON ST","CAMDEN ST","1320","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"C","-","18",,"","N","H","E","A","A","H","-","A","D","0","","","","","Y","","-","- ",0,0,0,0,0,0,0,0,0,"-","-",,
"4754714",2011,20120712,0109,20110503,1548,"8217","1","2","5","7","0109","0","0","0","","0","11X","SHATTUCK AV","54TH ST","37","S","N","A","-","N","",,,"","",,"","","","N","2",0,1,2,"A","-","11",21954,"A","N","G","B","D","A","H","-","A","A","0","Y","","","","Y","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-",,
"4754718",2011,20120712,0109,20110505,1025,"7725","1","4","5","7","0109","0","0","0","","0","06X","MARTIN LUTHER KING JR WY","33RD ST","0","","Y","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","09",21802,"A","N","D","C","A","A","H","-","A","A","0","","","Y","","Y","","A","07",0,0,1,0,0,0,0,0,1,"-","-",,
"4754837",2011,20120718,0109,20110509,1449,"8166","1","1","5","7","0109","0","0","0","","0","002","6TH ST","MARKET ST","27","W","N","A","-","N","",,,"","",,"","","","Y","4",0,1,1,"A","-","03",22350,"","N","F","I","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-",,
"4754841",2011,20121010,0109,20110511,0854,"8051","2","3","5","7","0109","0","0","0","","0","19X","E 12TH ST","14TH AV","100","E","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21804,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4754845",2011,20121010,0109,20110511,0932,"7348","1","3","5","7","0109","0","0","0","","0","04X","20TH ST","TELEGRAPH","150","E","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21804,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4755081",2011,20121011,0109,20110519,2205,"8100","1","4","5","7","0109","0","0","0","","0","10Y","44TH ST","MARKET ST","96","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,4,"A","-","08",22107,"","N","B","E","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4755085",2011,20121011,0109,20110518,1328,"8073","1","3","5","7","0109","0","0","0","","0","12X","SHATTUCK AV","45TH ST","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22100,"A","N","B","C","A","A","H","-","A","A","0","","","","Y","Y","","F","26",0,0,0,0,0,0,0,0,0,"-","-",,
"4755089",2011,20121011,0109,20110516,1451,"7940","2","1","5","7","0109","0","0","0","","0","09X","40TH ST WY","HOWE ST","213","W","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","H","E","A","A","H","-","A","D","0","","","","Y","Y","","F","25",0,0,0,0,0,0,0,0,0,"-","-",,
"4755093",2011,20120828,0109,20110408,1722,"8585","3","5","5","7","0109","0","0","0","","0","31Y","105TH AV","EDES AV","0","","Y","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"4755097",2011,20120926,0109,20110531,1130,"7771","1","2","5","7","0109","0","0","0","","0","13Y","BROADWAY TER","SWAINLAND DR","300","S","N","C","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","08",22107,"","N","E","I","A","B","H","-","A","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"-","-",,
"4755101",2011,20120926,0109,20110518,0735,"8199","2","3","5","7","0109","0","0","0","","0","17X","4TH AV","18TH ST","200","S","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","M","B","-","A","A","H","-","A","D","0","","Y","","","Y","Y","D","22",0,0,0,0,0,0,0,0,0,"-","-",,
"4755865",2011,20120927,9335,20110525,1030,"13738","","3","1","7","0109","0","1","1","","1","082","RT 80","METERING LIGHTS","120","E","N","C","-","Y","ALA",4,80,"-","-",1.92,"H","-","W","Y","3",0,1,2,"A","-","01",23152,"A","N","C","C","A","B","H","-","A","A","4","","","","","Y","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-",,
